Share,Last Traded Price,High Price,Low Price,Close,Volume,Open
,,,,,,123.5
,,,,,,120.12
,,,,,,117.31
,,,,,,115.62
,,,,,,121.22
,,,,,,122.12
,,,,,,121.69
,,,,,,120.87
,,,,,,122.87
,,,,,,126.44
,,,,,,126
,,,,,,124.87
,,,,,,127
,,,,,,118.56
,,,,,,113.56
,,,,,,110.12
,,,,,,114.81
,,,,,,117.31
,,,,,,113.23
,,,,,,110.12
,,,,,,114.62
,,,,,,115.19
,,,,,,117.75
,,,,,,115.25
,,,,,,109.31
,,,,,,113.62
,,,,,,112.87
,,,,,,114.12
,,,,,,114
,,,,,,108
,,,,,,103.94
,,,,,,100.31
,,,,,,100.75
,,,,,,104
,,,,,,101
,,,,,,108.19
,,,,,,108.81
,,,,,,110
,,,,,,105
,,,,,,108.44
,,,,,,114.25
,,,,,,115.5
,,,,,,105.62
,,,,,,101
,,,,,,100
,,,,,,94.48
,,,,,,95
,,,,,,95.94
,,,,,,102
,,,,,,96.5
,,,,,,106.12
,,,,,,103.75
,,,,,,108.25
,,,,,,104.87
,,,,,,100.94
,,,,,,102.19
,,,,,,96.81
,,,,,,99.12
,,,,,,104.37
,,,,,,101.81
,,,,,,102.87
,,,,,,98.19
,,,,,,99.56
,,,,,,100.87
,,,,,,98
,,,,,,93.25
,,,,,,98.37
,,,,,,102.39
,,,,,,105.31
,,,,,,111
,,,,,,116.25
,,,,,,116.56
,,,,,,114.56
,,,,,,112.19
,,,,,,103.12
,,,,,,101
,,,,,,98.12
,,,,,,94.25
,,,,,,94.75
,,,,,,93
,,,,,,91.75
,,,,,,91.75
,,,,,,89.5
,,,,,,91.06
,,,,,,90.69
,,,,,,90
,,,,,,89.62
,,,,,,91.94
,,,,,,91.59
,,,,,,88.25
,,,,,,94.37
,,,,,,87.75
,,,,,,84.62
,,,,,,82.06
,,,,,,81.62
,,,,,,78
,,,,,,80
,,,,,,78.81
,,,,,,77.06
,,,,,,74.37
,,,,,,74.94
,,,,,,74.25
,,,,,,77.12
,,,,,,72.56
,,,,,,70
,,,,,,71.62
,,,,,,73.87
,,,,,,71.12
,,,,,,69.25
,,,,,,66.62
,,,,,,67.87
,,,,,,66
,,,,,,66.19
,,,,,,68.44
,,,,,,69.37
,,,,,,65.62
,,,,,,62.38
,,,,,,62.13
,,,,,,59.56
,,,,,,60.25
,,,,,,61.5
,,,,,,66.37
,,,,,,63.38
,,,,,,71.12
,,,,,,69.75
,,,,,,73.19
,,,,,,77
,,,,,,77.31
,,,,,,76.06
,,,,,,78.87
,,,,,,74.72
,,,,,,77.06
,,,,,,76
,,,,,,75.5
,,,,,,76.19
,,,,,,73.75
,,,,,,71.94
,,,,,,67.62
,,,,,,67
,,,,,,62.59
,,,,,,65
,,,,,,62.75
,,,,,,61.13
,,,,,,60.69
,,,,,,60.38
,,,,,,59.38
,,,,,,59.25
,,,,,,59.81
,,,,,,60.06
,,,,,,60.31
,,,,,,59.81
,,,,,,60.63
,,,,,,59.06
,,,,,,56
,,,,,,54
,,,,,,54.34
,,,,,,54.06
,,,,,,53.5
,,,,,,55.19
,,,,,,56.75
,,,,,,55.63
,,,,,,54.5
,,,,,,53.38
,,,,,,53.88
,,,,,,52.63
,,,,,,52.88
,,,,,,52.81
,,,,,,53.63
,,,,,,54.06
,,,,,,54.56
,,,,,,53.94
,,,,,,53.63
,,,,,,55.88
,,,,,,54.5
,,,,,,53.5
,,,,,,55.5
,,,,,,54.5
,,,,,,51.13
,,,,,,47.38
,,,,,,45.94
,,,,,,45.53
,,,,,,46.31
,,,,,,45.69
,,,,,,42.72
,,,,,,42.44
,,,,,,42.5
,,,,,,43.63
,,,,,,45.06
,,,,,,46.31
,,,,,,47
,,,,,,45.38
,,,,,,47.63
,,,,,,46.38
,,,,,,45.19
,,,,,,46.5
,,,,,,48.13
,,,,,,47.88
,,,,,,47.44
,,,,,,48.75
,,,,,,48.13
,,,,,,47.63
,,,,,,46.88
,,,,,,44.5
,,,,,,45
,,,,,,43.31
,,,,,,43.19
,,,,,,41.75
,,,,,,41.56
,,,,,,43.63
,,,,,,43
,,,,,,45.44
,,,,,,45.5
,,,,,,44.81
,,,,,,43.75
,,,,,,45.13
,,,,,,46.44
,,,,,,44.88
,,,,,,44.88
,,,,,,46.75
,,,,,,44.63
,,,,,,46.56
,,,,,,46.31
,,,,,,48.25
,,,,,,46.06
,,,,,,44
,,,,,,43.25
,,,,,,44.63
,,,,,,43
,,,,,,39.5
,,,,,,36.25
,,,,,,35.06
,,,,,,34
,,,,,,33.88
,,,,,,35.69
,,,,,,35.88
,,,,,,35.38
,,,,,,35.25
,,,,,,36.31
,,,,,,35
,,,,,,36.25
,,,,,,36.88
,,,,,,38.06
,,,,,,36.81
,,,,,,36
,,,,,,36.06
,,,,,,36.38
,,,,,,35
,,,,,,33.5
,,,,,,33.75
,,,,,,34.38
,,,,,,33.25
,,,,,,34.44
,,,,,,34
,,,,,,35.94
,,,,,,34.38
,,,,,,35.94
,,,,,,35
,,,,,,33.31
,,,,,,32.31
,,,,,,32.25
,,,,,,34.19
,,,,,,34.31
,,,,,,33.25
,,,,,,34.31
,,,,,,34.5
,,,,,,34.75
,,,,,,34.13
,,,,,,34.81
,,,,,,36.5
,,,,,,37.31
,,,,,,38.81
,,,,,,38.56
,,,,,,37.38
,,,,,,36.25
,,,,,,37.56
,,,,,,38.13
,,,,,,38.88
,,,,,,39.13
,,,,,,38.75
,,,,,,36.88
,,,,,,37.94
,,,,,,36.69
,,,,,,38.25
,,,,,,40.19
,,,,,,39
,,,,,,40.38
,,,,,,41.69
,,,,,,41.19
,,,,,,40.88
,,,,,,41
,,,,,,39.94
,,,,,,39.25
,,,,,,37.69
,,,,,,40.44
,,,,,,41.06
,,,,,,41.94
,,,,,,41.81
,,,,,,45.5
,,,,,,42.88
,,,,,,46.31
,,,,,,45.75
,,,,,,46.56
,,,,,,42.25
,,,,,,44.13
,,,,,,41.94
,,,,,,42.13
,,,,,,40.5
,,,,,,40.13
,,,,,,41.13
,,,,,,39
,,,,,,39.88
,,,,,,38.63
,,,,,,36.38
,,,,,,35.38
,,,,,,33.38
,,,,,,32.94
,,,,,,33.75
,,,,,,32.75
,,,,,,32.88
,,,,,,32.25
,,,,,,32.69
,,,,,,32.69
,,,,,,33.94
,,,,,,33.38
,,,,,,34.31
,,,,,,36.31
,,,,,,34.13
,,,,,,32
,,,,,,34.56
,,,,,,35.06
,,,,,,35.88
,,,,,,36.13
,,,,,,35.56
,,,,,,36.44
,,,,,,35.5
,,,,,,35.19
,,,,,,35.75
,,,,,,35.94
,,,,,,34.94
,,,,,,33.13
,,,,,,35.75
,,,,,,36.19
,,,,,,37.69
,,,,,,37.88
,,,,,,38.38
,,,,,,38.56
,,,,,,37.38
,,,,,,37.5
,,,,,,36.81
,,,,,,36.44
,,,,,,35.25
,,,,,,38
,,,,,,36.06
,,,,,,36.75
,,,,,,36.88
,,,,,,36.75
,,,,,,37.94
,,,,,,36.69
,,,,,,37.13
,,,,,,36.25
,,,,,,39.75
,,,,,,38.06
,,,,,,37.5
,,,,,,31.75
,,,,,,31
,,,,,,32.38
,,,,,,33.69
,,,,,,34
,,,,,,35.5
,,,,,,36.75
,,,,,,38.75
,,,,,,39.06
,,,,,,39.75
,,,,,,38.19
,,,,,,37.88
,,,,,,37.25
,,,,,,37.13
,,,,,,35.69
,,,,,,36.06
,,,,,,36.06
,,,,,,38.63
,,,,,,36.75
,,,,,,38.25
,,,,,,38.5
,,,,,,36.25
,,,,,,38.06
,,,,,,38
,,,,,,35.5
,,,,,,35
,,,,,,35.5
,,,,,,31.37
,,,,,,34.75
,,,,,,37.13
,,,,,,39.25
,,,,,,39.88
,,,,,,42.38
,,,,,,43.44
,,,,,,40
,,,,,,41
,,,,,,43.5
,,,,,,42.44
,,,,,,41
,,,,,,40.69
,,,,,,39.94
,,,,,,39.75
,,,,,,37.75
,,,,,,36.31
,,,,,,37.19
,,,,,,35.06
,,,,,,33.75
,,,,,,35.5
,,,,,,34.25
,,,,,,36.63
,,,,,,35.81
,,,,,,33.75
,,,,,,34.06
,,,,,,34.25
,,,,,,35.38
,,,,,,34.81
,,,,,,34.94
,,,,,,36.13
,,,,,,36.56
,,,,,,37.25
,,,,,,37.88
,,,,,,33.69
,,,,,,33.94
,,,,,,31.94
,,,,,,32.19
,,,,,,32.94
,,,,,,30.75
,,,,,,30.37
,,,,,,29.5
,,,,,,29.69
,,,,,,28.87
,,,,,,28.62
,,,,,,28.25
,,,,,,28.5
,,,,,,28.56
,,,,,,27.75
,,,,,,27.44
,,,,,,27
,,,,,,27.37
,,,,,,27.75
,,,,,,28
,,,,,,27.69
,,,,,,27.25
,,,,,,27.62
,,,,,,28.19
,,,,,,28
,,,,,,27.37
,,,,,,27
,,,,,,26.87
,,,,,,26.62
,,,,,,27.12
,,,,,,26.44
,,,,,,26.5
,,,,,,27.5
,,,,,,26.75
,,,,,,25.69
,,,,,,28.06
,,,,,,28.75
,,,,,,29.56
,,,,,,29.62
,,,,,,28.94
,,,,,,29.37
,,,,,,30.06
,,,,,,30.37
,,,,,,30.06
,,,,,,30.56
,,,,,,30.87
,,,,,,30.06
,,,,,,30.56
,,,,,,29.87
,,,,,,29.25
,,,,,,28.87
,,,,,,27.5
,,,,,,27.37
,,,,,,26.94
,,,,,,27.87
,,,,,,26.75
,,,,,,27.75
,,,,,,27.44
,,,,,,28.75
,,,,,,29.06
,,,,,,27.62
,,,,,,28.56
,,,,,,29.25
,,,,,,27.19
,,,,,,26.37
,,,,,,25.62
,,,,,,25.06
,,,,,,25.25
,,,,,,25.81
,,,,,,27
,,,,,,27.12
,,,,,,27.31
,,,,,,27.44
,,,,,,27.44
,,,,,,26.75
,,,,,,26.62
,,,,,,26.75
,,,,,,27.62
,,,,,,26.37
,,,,,,25.94
,,,,,,26.69
,,,,,,26.87
,,,,,,26
,,,,,,26.5
,,,,,,27.12
,,,,,,27.25
,,,,,,26.12
,,,,,,25.12
,,,,,,23
,,,,,,23.75
,,,,,,23.87
,,,,,,23.25
,,,,,,22.87
,,,,,,21.87
,,,,,,23.56
,,,,,,23.31
,,,,,,22.31
,,,,,,21.31
,,,,,,21.31
,,,,,,20.12
,,,,,,20.5
,,,,,,20.87
,,,,,,19.56
,,,,,,19.5
,,,,,,19.19
,,,,,,19.12
,,,,,,19.5
,,,,,,19.12
,,,,,,18.37
,,,,,,18.37
,,,,,,18.25
,,,,,,18.06
,,,,,,17.69
,,,,,,18.5
,,,,,,18.31
,,,,,,18.94
,,,,,,19.19
,,,,,,19.19
,,,,,,19.44
,,,,,,19.37
,,,,,,18.69
,,,,,,18.75
,,,,,,19.06
,,,,,,19.44
,,,,,,19.19
,,,,,,19.87
,,,,,,18.62
,,,,,,17.44
,,,,,,18.12
,,,,,,17.44
,,,,,,18.81
,,,,,,15.94
,,,,,,16.5
,,,,,,13.63
,,,,,,13.13
,,,,,,13
,,,,,,13.31
,,,,,,13.06
,,,,,,13
,,,,,,13.13
,,,,,,13.88
,,,,,,13.56
,,,,,,14
,,,,,,14.31
,,,,,,14
,,,,,,14.13
,,,,,,14.75
,,,,,,14.44
,,,,,,15.06
,,,,,,15.5
,,,,,,15.56
,,,,,,15.56
,,,,,,16
,,,,,,16.06
,,,,,,17.37
,,,,,,17.69
,,,,,,17.62
,,,,,,17.37
,,,,,,17.69
,,,,,,17.56
,,,,,,18.62
,,,,,,18.19
,,,,,,17.87
,,,,,,18.5
,,,,,,18.87
,,,,,,18.25
,,,,,,18
,,,,,,18.06
,,,,,,19
,,,,,,21
,,,,,,18.87
,,,,,,18.87
,,,,,,18.25
,,,,,,17.75
,,,,,,17.56
,,,,,,17.37
,,,,,,17.06
,,,,,,18.44
,,,,,,16
,,,,,,16.75
,,,,,,18.12
,,,,,,18
,,,,,,19.06
,,,,,,18.87
,,,,,,20.12
,,,,,,21.12
,,,,,,21.12
,,,,,,22.12
,,,,,,22.69
,,,,,,22.75
,,,,,,21.5
,,,,,,21.25
,,,,,,21.75
,,,,,,21.87
,,,,,,22.19
,,,,,,22
,,,,,,21.44
,,,,,,21.69
,,,,,,22
,,,,,,21.69
,,,,,,21.5
,,,,,,21.31
,,,,,,21.69
,,,,,,22.25
,,,,,,22.12
,,,,,,22.19
,,,,,,21.5
,,,,,,22
,,,,,,22.06
,,,,,,21.87
,,,,,,22.19
,,,,,,22.87
,,,,,,21.75
,,,,,,21.31
,,,,,,22.25
,,,,,,22.62
,,,,,,22.56
,,,,,,22.37
,,,,,,22
,,,,,,21.81
,,,,,,22.12
,,,,,,22.37
,,,,,,22.62
,,,,,,23.62
,,,,,,23.44
,,,,,,24.5
,,,,,,24.44
,,,,,,23.69
,,,,,,23.31
,,,,,,23.12
,,,,,,23.62
,,,,,,22.25
,,,,,,24.06
,,,,,,26.31
,,,,,,27.81
,,,,,,28.75
,,,,,,25.25
,,,,,,19.94
,,,,,,19.19
,,,,,,17.62
,,,,,,17.37
,,,,,,16.94
,,,,,,16.44
,,,,,,16.44
,,,,,,15.88
,,,,,,16.12
,,,,,,16.75
,,,,,,16.37
,,,,,,17.56
,,,,,,17.87
,,,,,,17
,,,,,,15.81
,,,,,,15.75
,,,,,,15.25
,,,,,,13.38
,,,,,,12.88
,,,,,,13.81
,,,,,,13.88
,,,,,,13.94
,,,,,,13.13
,,,,,,13.25
,,,,,,13.94
,,,,,,14.75
,,,,,,14.69
,,,,,,15.13
,,,,,,15.31
,,,,,,15.44
,,,,,,15.5
,,,,,,15.69
,,,,,,16
,,,,,,16.12
,,,,,,15.56
,,,,,,15.88
,,,,,,16.06
,,,,,,16.37
,,,,,,16.31
,,,,,,16.75
,,,,,,16.69
,,,,,,16.62
,,,,,,16.62
,,,,,,16.62
,,,,,,16.75
,,,,,,17
,,,,,,16.5
,,,,,,17.12
,,,,,,17.37
,,,,,,16.75
,,,,,,16.62
,,,,,,16.75
,,,,,,17.12
,,,,,,17
,,,,,,17.5
,,,,,,17.5
,,,,,,17.75
,,,,,,17.87
,,,,,,17.5
,,,,,,17.25
,,,,,,17
,,,,,,16.62
,,,,,,16.87
,,,,,,17
,,,,,,17
,,,,,,17
,,,,,,16.87
,,,,,,17
,,,,,,18
,,,,,,17.75
,,,,,,17.62
,,,,,,18.5
,,,,,,18.37
,,,,,,18.12
,,,,,,18.62
,,,,,,19.12
,,,,,,18.25
,,,,,,18.62
,,,,,,19.12
,,,,,,18.37
,,,,,,18.87
,,,,,,19
,,,,,,19.25
,,,,,,19.62
,,,,,,19.75
,,,,,,19.12
,,,,,,18.5
,,,,,,17.87
,,,,,,17.62
,,,,,,18.62
,,,,,,17.5
,,,,,,16.37
,,,,,,16.62
,,,,,,16.5
,,,,,,17.5
,,,,,,16
,,,,,,16.37
,,,,,,16.37
,,,,,,16.25
,,,,,,16.37
,,,,,,16.37
,,,,,,16.25
,,,,,,16.62
,,,,,,16.62
,,,,,,16.75
,,,,,,17
,,,,,,16.62
,,,,,,16.25
,,,,,,16.5
,,,,,,16.87
,,,,,,17
,,,,,,17
,,,,,,17
,,,,,,16.25
,,,,,,16.87
,,,,,,17.62
,,,,,,17.87
,,,,,,16.62
,,,,,,16.25
,,,,,,15.75
,,,,,,15.75
,,,,,,15.88
,,,,,,16.12
,,,,,,16.5
,,,,,,15.25
,,,,,,15.25
,,,,,,16.25
,,,,,,16.87
,,,,,,16.62
,,,,,,16.75
,,,,,,16.62
,,,,,,17
,,,,,,17.12
,,,,,,17.25
,,,,,,17.25
,,,,,,17.37
,,,,,,17
,,,,,,16.87
,,,,,,16.75
,,,,,,17.12
,,,,,,18
,,,,,,18.37
,,,,,,18.5
,,,,,,17.62
,,,,,,17.75
,,,,,,18.25
,,,,,,18.12
,,,,,,17.62
,,,,,,21.12
,,,,,,21.12
,,,,,,21.37
,,,,,,23.12
,,,,,,22.87
,,,,,,23.25
,,,,,,23.25
,,,,,,24
,,,,,,22.5
,,,,,,23
,,,,,,22.75
,,,,,,22.37
,,,,,,23.5
,,,,,,23.75
,,,,,,24.12
,,,,,,23.75
,,,,,,24.87
,,,,,,25.25
,,,,,,24.37
,,,,,,25
,,,,,,25.12
,,,,,,25.25
,,,,,,24.12
,,,,,,24.5
,,,,,,24.12
,,,,,,24.87
,,,,,,25.37
,,,,,,24.5
,,,,,,24.87
,,,,,,24.87
,,,,,,24.87
,,,,,,25
,,,,,,25.87
,,,,,,25.5
,,,,,,25.37
,,,,,,26.12
,,,,,,26.37
,,,,,,25.87
,,,,,,25.37
,,,,,,25.62
,,,,,,24.5
,,,,,,24.37
,,,,,,23.37
,,,,,,23.25
,,,,,,23.5
,,,,,,24.62
,,,,,,25.12
,,,,,,24.87
,,,,,,25
,,,,,,24.75
,,,,,,25.62
,,,,,,26.5
,,,,,,26.5
,,,,,,27.5
,,,,,,25.25
,,,,,,25.75
,,,,,,24.5
,,,,,,24.37
,,,,,,23.87
,,,,,,23.37
,,,,,,23.5
,,,,,,23
,,,,,,22.87
,,,,,,23.62
,,,,,,23.62
,,,,,,22
,,,,,,22.12
,,,,,,22.25
,,,,,,22.37
,,,,,,22.5
,,,,,,22.37
,,,,,,22.87
,,,,,,23.37
,,,,,,23.62
,,,,,,23
,,,,,,22.87
,,,,,,21.5
,,,,,,20.37
,,,,,,21
,,,,,,21.5
,,,,,,22.12
,,,,,,22.62
,,,,,,23.12
,,,,,,23.5
,,,,,,23.87
,,,,,,24.12
,,,,,,24.75
,,,,,,24.87
,,,,,,24.87
,,,,,,24.12
,,,,,,23.87
,,,,,,23
,,,,,,23
,,,,,,23.5
,,,,,,23.87
,,,,,,22.37
,,,,,,22.62
,,,,,,22.62
,,,,,,22.62
,,,,,,22.87
,,,,,,23.37
,,,,,,22.25
,,,,,,22.37
,,,,,,21.75
,,,,,,21
,,,,,,21.62
,,,,,,21.62
,,,,,,22
,,,,,,21.25
,,,,,,22.62
,,,,,,22
,,,,,,21.5
,,,,,,21.12
,,,,,,20
,,,,,,20.5
,,,,,,20.87
,,,,,,20.87
,,,,,,21.5
,,,,,,17.37
,,,,,,17.37
,,,,,,18.12
,,,,,,18.37
,,,,,,18.75
,,,,,,19.12
,,,,,,19.5
,,,,,,19.62
,,,,,,19.37
,,,,,,20.37
,,,,,,21.37
,,,,,,21.12
,,,,,,20.87
,,,,,,20
,,,,,,20.62
,,,,,,22.12
,,,,,,22.62
,,,,,,22.87
,,,,,,23.37
,,,,,,23.12
,,,,,,23.62
,,,,,,24.12
,,,,,,24.75
,,,,,,24.37
,,,,,,24.5
,,,,,,24.25
,,,,,,24.37
,,,,,,24
,,,,,,25
,,,,,,25.37
,,,,,,24
,,,,,,25.87
,,,,,,25.62
,,,,,,24.87
,,,,,,26.25
,,,,,,26.75
,,,,,,26.25
,,,,,,26.12
,,,,,,27.37
,,,,,,28
,,,,,,27.87
,,,,,,28.37
,,,,,,28.25
,,,,,,27.87
,,,,,,27.75
,,,,,,27.12
,,,,,,26.25
,,,,,,26.37
,,,,,,27.25
,,,,,,26.37
,,,,,,24.87
,,,,,,24.12
,,,,,,24.5
,,,,,,24.37
,,,,,,24.87
,,,,,,25
,,,,,,25
,,,,,,24.37
,,,,,,24.62
,,,,,,25.12
,,,,,,25.25
,,,,,,24.62
,,,,,,25.37
,,,,,,25.87
,,,,,,25.87
,,,,,,25.5
,,,,,,25.87
,,,,,,26.12
,,,,,,26.12
,,,,,,24.87
,,,,,,23.87
,,,,,,24.62
,,,,,,25.12
,,,,,,25.62
,,,,,,25.12
,,,,,,24.25
,,,,,,24.75
,,,,,,23.25
,,,,,,24
,,,,,,25.5
,,,,,,25.25
,,,,,,25.5
,,,,,,25.75
,,,,,,26.37
,,,,,,25.94
,,,,,,26
,,,,,,25.87
,,,,,,25.87
,,,,,,26
,,,,,,26.25
,,,,,,25.75
,,,,,,26.25
,,,,,,26.75
,,,,,,26.5
,,,,,,27.25
,,,,,,27.62
,,,,,,27.5
,,,,,,28.87
,,,,,,29.87
,,,,,,30
,,,,,,29.87
,,,,,,30
,,,,,,29.37
,,,,,,28
,,,,,,28.12
,,,,,,27.62
,,,,,,28.25
,,,,,,28
,,,,,,28.12
,,,,,,27.87
,,,,,,27.5
,,,,,,29.75
,,,,,,29.25
,,,,,,29.69
,,,,,,28.87
,,,,,,27.5
,,,,,,27.75
,,,,,,27
,,,,,,29
,,,,,,30.37
,,,,,,31.75
,,,,,,32.13
,,,,,,33.75
,,,,,,29.75
,,,,,,31
,,,,,,32.88
,,,,,,34.38
,,,,,,34.38
,,,,,,33.75
,,,,,,34.75
,,,,,,32.63
,,,,,,32.5
,,,,,,34.63
,,,,,,34.5
,,,,,,31.62
,,,,,,32.38
,,,,,,32
,,,,,,32.25
,,,,,,32
,,,,,,32.13
,,,,,,32.13
,,,,,,32.5
,,,,,,32.63
,,,,,,32.75
,,,,,,33.5
,,,,,,32.75
,,,,,,35.13
,,,,,,35.5
,,,,,,38.88
,,,,,,38.25
,,,,,,38.63
,,,,,,39.5
,,,,,,38.75
,,,,,,38.75
,,,,,,39.75
,,,,,,38.5
,,,,,,40.13
,,,,,,38
,,,,,,38.88
,,,,,,40.13
,,,,,,39.38
,,,,,,40.63
,,,,,,38.88
,,,,,,38.63
,,,,,,38.75
,,,,,,40.25
,,,,,,40
,,,,,,40.88
,,,,,,42
,,,,,,41
,,,,,,40.25
,,,,,,39.38
,,,,,,39.75
,,,,,,39.75
,,,,,,37.75
,,,,,,36.5
,,,,,,36.75
,,,,,,36.88
,,,,,,36.63
,,,,,,35.25
,,,,,,34.88
,,,,,,34.88
,,,,,,34.88
,,,,,,35.25
,,,,,,35.5
,,,,,,35.13
,,,,,,35.25
,,,,,,35.88
,,,,,,37
,,,,,,36.5
,,,,,,36.25
,,,,,,35.75
,,,,,,35
,,,,,,35.25
,,,,,,34.38
,,,,,,35.38
,,,,,,36.75
,,,,,,36.25
,,,,,,36.63
,,,,,,38.13
,,,,,,37.75
,,,,,,38
,,,,,,36.5
,,,,,,37.5
,,,,,,37.75
,,,,,,38.25
,,,,,,36.88
,,,,,,36.5
,,,,,,37.25
,,,,,,36.75
,,,,,,36.38
,,,,,,37.38
,,,,,,41.38
,,,,,,42.88
,,,,,,44.5
,,,,,,44.88
,,,,,,44.75
,,,,,,44
,,,,,,43.88
,,,,,,43.5
,,,,,,43
,,,,,,43.38
,,,,,,43.25
,,,,,,43
,,,,,,44.88
,,,,,,45.88
,,,,,,45.63
,,,,,,44.88
,,,,,,44.38
,,,,,,44.88
,,,,,,44.88
,,,,,,44.63
,,,,,,44
,,,,,,43.88
,,,,,,43
,,,,,,42.88
,,,,,,43.13
,,,,,,42.63
,,,,,,43.63
,,,,,,44.13
,,,,,,45
,,,,,,44.13
,,,,,,43.88
,,,,,,44.88
,,,,,,45.5
,,,,,,46.75
,,,,,,45.5
,,,,,,46.25
,,,,,,46
,,,,,,44
,,,,,,43
,,,,,,46
,,,,,,47
,,,,,,49
,,,,,,48.88
,,,,,,47.38
,,,,,,47.38
,,,,,,47.25
,,,,,,47.75
,,,,,,48.63
,,,,,,46.88
,,,,,,46.5
,,,,,,46.88
,,,,,,46.5
,,,,,,47.25
,,,,,,46.38
,,,,,,46
,,,,,,47.38
,,,,,,48.25
,,,,,,48.75
,,,,,,49
,,,,,,47.63
,,,,,,46
,,,,,,43.88
,,,,,,43.88
,,,,,,43.63
,,,,,,43.88
,,,,,,44.5
,,,,,,44
,,,,,,43.63
,,,,,,43.38
,,,,,,44.13
,,,,,,43.63
,,,,,,42.38
,,,,,,41.88
,,,,,,41.88
,,,,,,42.13
,,,,,,42.63
,,,,,,43
,,,,,,43.25
,,,,,,43.75
,,,,,,44.13
,,,,,,42.5
,,,,,,42.88
,,,,,,44.13
,,,,,,43.75
,,,,,,43.13
,,,,,,43.13
,,,,,,40.88
,,,,,,41.63
,,,,,,41.5
,,,,,,40.63
,,,,,,39.88
,,,,,,38.75
,,,,,,38.25
,,,,,,38.25
,,,,,,38.25
,,,,,,38.25
,,,,,,38
,,,,,,38.5
,,,,,,37.63
,,,,,,39.13
,,,,,,39
,,,,,,37.25
,,,,,,37.13
,,,,,,37.5
,,,,,,38.5
,,,,,,38.13
,,,,,,39.25
,,,,,,38.25
,,,,,,36.75
,,,,,,36.88
,,,,,,37
,,,,,,37.25
,,,,,,34.13
,,,,,,35.75
,,,,,,35.5
,,,,,,35.13
,,,,,,34.63
,,,,,,34
,,,,,,36.25
,,,,,,37.63
,,,,,,37.38
,,,,,,37.88
,,,,,,36.25
,,,,,,35.5
,,,,,,35.13
,,,,,,35.5
,,,,,,35.25
,,,,,,35.5
,,,,,,38.25
,,,,,,39.63
,,,,,,39.63
,,,,,,39.88
,,,,,,38.75
,,,,,,39.88
,,,,,,39.75
,,,,,,39.75
,,,,,,40.13
,,,,,,39.75
,,,,,,38.5
,,,,,,38.25
,,,,,,40.13
,,,,,,41.13
,,,,,,40.63
,,,,,,42.63
,,,,,,42.88
,,,,,,43.13
,,,,,,43.25
,,,,,,43.75
,,,,,,43.5
,,,,,,43.63
,,,,,,42.13
,,,,,,41
,,,,,,40.38
,,,,,,40.75
,,,,,,42
,,,,,,40.13
,,,,,,40.75
,,,,,,40.5
,,,,,,40.13
,,,,,,39.88
,,,,,,40.88
,,,,,,39.5
,,,,,,42.25
,,,,,,41.88
,,,,,,47
,,,,,,45.5
,,,,,,45
,,,,,,44.5
,,,,,,44.88
,,,,,,46.13
,,,,,,46.13
,,,,,,43.75
,,,,,,41.25
,,,,,,41.63
,,,,,,41.63
,,,,,,39.25
,,,,,,38.63
,,,,,,38.88
,,,,,,39.38
,,,,,,39.25
,,,,,,39.13
,,,,,,39.25
,,,,,,38.5
,,,,,,38.5
,,,,,,37.88
,,,,,,39.13
,,,,,,37.25
,,,,,,37.25
,,,,,,38
,,,,,,36.5
,,,,,,36.63
,,,,,,36.38
,,,,,,35.88
,,,,,,36.88
,,,,,,37.5
,,,,,,37
,,,,,,36.5
,,,,,,36.5
,,,,,,37
,,,,,,38.38
,,,,,,38
,,,,,,37.63
,,,,,,36.88
,,,,,,37
,,,,,,37.75
,,,,,,40
,,,,,,40
,,,,,,40.88
,,,,,,40.75
,,,,,,42.5
,,,,,,41.25
,,,,,,41.25
,,,,,,41.75
,,,,,,42.75
,,,,,,40.63
,,,,,,40.38
,,,,,,41.5
,,,,,,41.75
,,,,,,43.13
,,,,,,42.88
,,,,,,42
,,,,,,42.38
,,,,,,43.25
,,,,,,42.63
,,,,,,41.63
,,,,,,42.75
,,,,,,40.75
,,,,,,41.25
,,,,,,41
,,,,,,40.63
,,,,,,40.88
,,,,,,41.5
,,,,,,42.63
,,,,,,39.63
,,,,,,41.38
,,,,,,37.13
,,,,,,36.13
,,,,,,37.38
,,,,,,33.63
,,,,,,33.25
,,,,,,33.63
,,,,,,34.13
,,,,,,33.75
,,,,,,34
,,,,,,33.75
,,,,,,33.88
,,,,,,33.88
,,,,,,34.25
,,,,,,34.5
,,,,,,35.13
,,,,,,36.38
,,,,,,35.88
,,,,,,35.13
,,,,,,35.63
,,,,,,35.75
,,,,,,35.63
,,,,,,35.75
,,,,,,36
,,,,,,35.63
,,,,,,35.25
,,,,,,35.25
,,,,,,35.38
,,,,,,36
,,,,,,35.25
,,,,,,35.75
,,,,,,35.25
,,,,,,34.25
,,,,,,34.75
,,,,,,34.88
,,,,,,34.75
,,,,,,34.75
,,,,,,34.75
,,,,,,34.88
,,,,,,34.38
,,,,,,34.75
,,,,,,34.38
,,,,,,34.25
,,,,,,33.63
,,,,,,33.5
,,,,,,33.13
,,,,,,32.88
,,,,,,33.13
,,,,,,32.75
,,,,,,33.5
,,,,,,33.63
,,,,,,31.87
,,,,,,31
,,,,,,31.25
,,,,,,31.75
,,,,,,31.12
,,,,,,31.62
